timestamp,trace_id,service,endpoint,method,status_code,latency_ms,severity,error_message,host,region
2026-05-24T05:58:58,31151e57-1174-4658-83e2-5b003f7c7e92,cart-api,/remove-cart,POST,200,247,INFO,,cart-api-pod-1,us-east-1
2026-05-18T21:14:23,00ed222b-7860-4177-ba71-f5a0e2b4d5df,product-api,/search,GET,200,92,INFO,,product-api-pod-2,ap-south-1
2026-05-21T22:13:08,8248a0cd-7f3e-4480-af1f-49d66e6e2939,order-api,/order-history,GET,200,80,INFO,,order-api-pod-2,us-east-1
2026-05-21T02:57:47,598375a1-177e-4b1a-b8e2-c4fd43ff3cde,order-api,/order-history,POST,200,225,INFO,,order-api-pod-4,eu-west-1
2026-05-20T01:01:57,26735b2d-b917-4ee8-bbaf-3837aa0774bf,order-api,/create-order,POST,429,557,WARN,Rate limit exceeded,order-api-pod-3,us-east-1
2026-05-21T10:07:29,ce9cff0d-3392-42a5-8ec7-2785cf88a9dc,product-api,/product/{id},GET,200,116,INFO,,product-api-pod-4,eu-west-1
2026-05-19T00:08:14,34750690-50ec-4968-a582-35c23e2823af,cart-api,/get-cart,POST,400,254,WARN,Invalid request payload,cart-api-pod-4,ap-south-1
2026-05-18T12:38:49,85cf72c5-907d-4219-94e6-e84abdfe6a85,cart-api,/get-cart,POST,200,165,INFO,,cart-api-pod-4,eu-west-1
2026-05-23T21:36:01,c2f4c2e2-b28f-46ab-b3e5-3cf59a5f9c65,auth-api,/logout,GET,200,246,INFO,,auth-api-pod-1,us-east-1
2026-05-20T15:31:34,9cbd226f-0342-4c6b-8056-d953103b4e0b,auth-api,/validate-token,GET,200,122,INFO,,auth-api-pod-1,ap-south-1
2026-05-22T14:31:00,528f52af-113d-47a7-92d2-1a01e0795a52,order-api,/order-history,GET,200,83,INFO,,order-api-pod-4,us-east-1
2026-05-17T14:02:41,0282b6c6-0d14-412b-8e1d-93b37f169c4d,order-api,/create-order,GET,200,140,INFO,,order-api-pod-2,eu-west-1
2026-05-19T11:18:46,903475d2-01d9-4bff-9643-a5d8c17f340d,order-api,/order-history,POST,200,190,INFO,,order-api-pod-2,us-east-1
2026-05-23T05:32:51,ef6e3eed-edc9-4184-8fcd-a80c58c01fac,product-api,/products,POST,200,249,INFO,,product-api-pod-5,eu-west-1
2026-05-21T20:17:58,ee6db4cd-6e98-4c46-9422-e8926b93d5ed,cart-api,/get-cart,POST,200,94,INFO,,cart-api-pod-3,us-east-1
2026-05-17T18:23:14,82da2438-be67-4063-b278-f9f2e3e140fa,auth-api,/validate-token,POST,200,50,INFO,,auth-api-pod-4,eu-west-1
2026-05-19T23:54:28,95d741d7-bd66-4bfa-afc8-f5e0f9529924,cart-api,/get-cart,POST,200,175,INFO,,cart-api-pod-5,ap-south-1
2026-05-21T21:52:12,85e25df7-de99-4d50-b87d-aff16392de4c,product-api,/search,GET,200,90,INFO,,product-api-pod-3,us-east-1
2026-05-19T10:56:35,b34d0d25-c351-497c-92ff-f4beef1de898,order-api,/create-order,GET,200,147,INFO,,order-api-pod-2,us-east-1
2026-05-20T10:17:36,b2ce890b-0350-4656-9a58-fb3b533fd1cd,order-api,/create-order,POST,200,213,INFO,,order-api-pod-4,eu-west-1
2026-05-19T09:42:08,4ee4682c-6481-43be-af1e-ffdfe470aabe,order-api,/create-order,GET,200,107,INFO,,order-api-pod-1,us-east-1
2026-05-23T16:52:47,d50bc42e-d934-4b91-9c1d-55f9255df6ae,payment-api,/payment-status,POST,401,294,WARN,Unauthorized access,payment-api-pod-5,us-east-1
2026-05-18T10:06:34,c99b98fe-cc4b-400a-9909-bf3018c2b4e2,auth-api,/login,GET,201,211,INFO,,auth-api-pod-4,us-east-1
2026-05-19T01:29:41,098cc8fe-226e-45b9-832b-26b9746427cc,auth-api,/login,GET,200,149,INFO,,auth-api-pod-5,us-east-1
2026-05-17T13:32:27,7b5cca17-9399-4986-96ca-e11dd5d46a46,cart-api,/get-cart,GET,200,56,INFO,,cart-api-pod-4,eu-west-1
2026-05-18T18:39:37,6077547e-b99c-4732-bc55-ff3e1eb7e77b,cart-api,/add-cart,POST,504,9409,CRITICAL,Database timeout,cart-api-pod-5,ap-south-1
2026-05-18T00:23:28,2c06572e-d3f1-49ef-8f8f-2f777dec37f7,payment-api,/process-payment,GET,200,73,INFO,,payment-api-pod-2,eu-west-1
2026-05-21T07:50:15,fe1ab216-ce69-44e4-a42f-d4f138ce1c47,product-api,/search,GET,200,82,INFO,,product-api-pod-2,eu-west-1
2026-05-17T12:55:45,fe699d78-d5a4-48e8-91e8-2c5e4c3080f9,cart-api,/remove-cart,GET,200,102,INFO,,cart-api-pod-1,ap-south-1
2026-05-17T15:45:39,db95d484-25bc-40f5-b81f-e52a5bed3be4,auth-api,/login,GET,200,203,INFO,,auth-api-pod-5,eu-west-1
2026-05-23T23:51:53,b400350c-ccfd-4eb7-bf20-b8dc2e510e35,payment-api,/process-payment,GET,404,190,WARN,Resource not found,payment-api-pod-3,us-east-1
2026-05-19T02:35:53,f2df4a0b-4bac-4e84-afc4-be88be3968e3,payment-api,/payment-status,POST,401,242,WARN,Authentication failed,payment-api-pod-5,eu-west-1
2026-05-19T00:14:01,fffce1fe-7c8f-46ec-9ef0-db799db380d0,cart-api,/add-cart,GET,200,74,INFO,,cart-api-pod-4,eu-west-1
2026-05-22T12:23:55,a8541844-50e1-465b-b3f9-c3f3d5214d59,auth-api,/login,GET,200,145,INFO,,auth-api-pod-3,us-east-1
2026-05-20T12:32:04,414ce262-7383-4bff-8f27-11fa80471886,product-api,/products,POST,200,245,INFO,,product-api-pod-2,ap-south-1
2026-05-19T15:44:24,3158e4ae-368f-470b-ae97-5b138783f293,product-api,/search,GET,200,145,INFO,,product-api-pod-3,ap-south-1
2026-05-18T00:40:54,c56c878d-9af9-4823-be04-da230b1c3254,order-api,/order-history,GET,200,228,INFO,,order-api-pod-3,eu-west-1
2026-05-19T15:07:04,02a41881-95d6-449a-96a9-ef10cfaf3e9f,cart-api,/add-cart,GET,200,115,INFO,,cart-api-pod-1,ap-south-1
2026-05-21T02:18:12,e68d5666-38fe-4267-8291-52259c694192,cart-api,/get-cart,POST,200,208,INFO,,cart-api-pod-1,eu-west-1
2026-05-17T19:29:57,5f20a598-da43-4f26-b672-0e94258fadcd,payment-api,/process-payment,POST,200,130,INFO,,payment-api-pod-5,eu-west-1
2026-05-18T02:09:03,e2434c25-d55c-46f1-9ac1-c630abe13dc9,order-api,/create-order,GET,200,140,INFO,,order-api-pod-4,us-east-1
2026-05-21T14:01:45,a61941a6-aedc-440f-86cb-62f2c50cdbd3,cart-api,/get-cart,GET,200,185,INFO,,cart-api-pod-4,eu-west-1
2026-05-23T23:57:25,e0c6abcf-82c0-45f7-8618-3208667d7289,payment-api,/process-payment,POST,401,236,WARN,Invalid authentication token,payment-api-pod-2,eu-west-1
2026-05-21T17:09:08,ca681f09-37ea-4742-ba9d-5f1972011b3b,auth-api,/logout,POST,201,85,INFO,,auth-api-pod-5,eu-west-1
2026-05-20T05:15:25,58aa751e-a800-4497-9c0d-cc1ed84c8161,payment-api,/payment-status,POST,200,66,INFO,,payment-api-pod-4,eu-west-1
2026-05-18T04:53:39,468e11d3-974c-4b78-92b1-fd7496aaab46,product-api,/product/{id},POST,200,146,INFO,,product-api-pod-1,eu-west-1
2026-05-21T02:47:22,85b7b731-2999-4d4e-9dc0-a3cc97eab339,auth-api,/logout,GET,200,146,INFO,,auth-api-pod-2,ap-south-1
2026-05-22T18:41:32,eaa9b3a2-5a2b-4b93-ba16-fd7114f63aea,auth-api,/login,POST,201,194,INFO,,auth-api-pod-1,us-east-1
2026-05-23T07:14:27,4c55be05-4281-49a5-8cfb-6345a784325a,auth-api,/validate-token,POST,404,118,WARN,Resource not found,auth-api-pod-4,eu-west-1
2026-05-20T00:16:27,324ae463-a8ca-4a52-985e-6b029524aba9,order-api,/create-order,GET,200,105,INFO,,order-api-pod-3,eu-west-1
2026-05-21T23:57:00,878ee7e4-eb3d-4f33-8e70-02a674d0d6f6,cart-api,/get-cart,POST,200,83,INFO,,cart-api-pod-3,ap-south-1
2026-05-23T14:22:08,dfe80e20-19f3-40f2-9ce4-b9367f96e3ab,payment-api,/process-payment,POST,200,128,INFO,,payment-api-pod-4,us-east-1
2026-05-18T21:28:13,a6b30cc7-116b-4db3-a260-b914c0d3400b,order-api,/create-order,GET,200,157,INFO,,order-api-pod-4,us-east-1
2026-05-21T23:52:10,4ac91a34-af47-4528-9250-cb3f08f4dfbf,order-api,/create-order,GET,200,243,INFO,,order-api-pod-1,us-east-1
2026-05-21T01:38:50,69319761-0b57-4ba1-8f4a-ddd9ddc29a5a,auth-api,/validate-token,GET,200,72,INFO,,auth-api-pod-3,ap-south-1
2026-05-22T00:59:34,001b4c71-c59f-4240-bc54-5a53b9dff3b2,auth-api,/login,GET,200,88,INFO,,auth-api-pod-2,ap-south-1
2026-05-21T04:14:26,4fa26a20-95f1-48ed-9eff-5751732e189b,order-api,/order-history,GET,200,123,INFO,,order-api-pod-1,eu-west-1
2026-05-21T23:50:51,0bfe7aac-1704-4f78-9c18-3f374fc040ce,product-api,/product/{id},POST,200,217,INFO,,product-api-pod-4,us-east-1
2026-05-19T16:44:16,f1049259-c5fa-4e0c-a87e-b60e51d5a699,payment-api,/payment-status,POST,200,164,INFO,,payment-api-pod-2,eu-west-1
2026-05-19T05:51:39,09c32f52-ad61-4484-944d-329431e03c2c,order-api,/order-history,GET,500,1204,ERROR,Unexpected backend failure,order-api-pod-2,eu-west-1
2026-05-19T10:40:20,d234ab2a-495b-47b4-80e7-e2bd23f3c6c0,auth-api,/logout,POST,201,123,INFO,,auth-api-pod-2,ap-south-1
2026-05-20T01:39:24,5ee2208d-d02b-441d-a385-5f944e524437,product-api,/search,GET,200,189,INFO,,product-api-pod-2,us-east-1
2026-05-19T08:30:01,3af43362-c0a7-45b1-bb65-70ddf6f2cbbd,cart-api,/add-cart,GET,200,68,INFO,,cart-api-pod-3,ap-south-1
2026-05-17T17:50:01,e42ad773-13df-443e-a22e-90d3be5d516b,cart-api,/add-cart,POST,504,8666,CRITICAL,Request processing timeout,cart-api-pod-3,us-east-1
2026-05-21T00:34:12,823fa49c-5a58-4bd3-a8f2-49bf369ef93e,auth-api,/logout,GET,200,199,INFO,,auth-api-pod-2,eu-west-1
2026-05-21T10:21:15,d458123f-fbb6-472f-9f5e-180ff88a7864,cart-api,/add-cart,POST,200,201,INFO,,cart-api-pod-4,us-east-1
2026-05-22T00:32:34,5536c2c6-31a2-407e-b47c-c491ebf468fa,order-api,/order-history,POST,200,71,INFO,,order-api-pod-5,us-east-1
2026-05-23T08:15:22,e3f46e34-8954-4789-b5de-b0c860238787,cart-api,/get-cart,POST,404,180,WARN,API endpoint does not exist,cart-api-pod-2,ap-south-1
2026-05-23T23:56:15,0af01c59-9e14-4b89-8e56-4cc240d651a3,product-api,/products,POST,200,129,INFO,,product-api-pod-5,ap-south-1
2026-05-21T21:06:25,feb3c760-0fba-4d50-af12-9549c3a9cd0e,auth-api,/validate-token,GET,200,197,INFO,,auth-api-pod-5,eu-west-1
2026-05-19T22:55:22,15c976a2-ed7b-402a-a465-c8ec96f9a61c,payment-api,/process-payment,POST,200,172,INFO,,payment-api-pod-5,ap-south-1
2026-05-19T14:08:00,7e99f3d4-f036-486c-852b-750d5e2c4d8c,product-api,/products,GET,200,138,INFO,,product-api-pod-5,eu-west-1
2026-05-23T17:36:13,0504bfc3-1e24-4ab3-8a9c-339690229c90,order-api,/create-order,GET,200,126,INFO,,order-api-pod-5,us-east-1
2026-05-19T06:44:21,82630a20-515b-458a-9fa3-a6b8461b536f,product-api,/product/{id},POST,200,100,INFO,,product-api-pod-5,eu-west-1
2026-05-17T07:19:38,1eeddc00-9a46-49f5-8e27-c7fba91aa37f,payment-api,/payment-status,GET,200,62,INFO,,payment-api-pod-4,us-east-1
2026-05-19T18:30:42,7502401c-1aef-48db-8b08-f356055e4400,order-api,/create-order,POST,200,98,INFO,,order-api-pod-2,ap-south-1
2026-05-21T11:15:11,7f9e8e04-c432-4204-86cb-fc0181ca3703,order-api,/order-history,GET,200,106,INFO,,order-api-pod-4,ap-south-1
2026-05-19T23:29:42,3bbf1264-d045-46bb-a99c-326e8e3e4148,order-api,/create-order,POST,200,138,INFO,,order-api-pod-5,ap-south-1
2026-05-19T21:24:38,3f03ee1d-46db-4acc-b11a-86104e794927,payment-api,/process-payment,POST,200,114,INFO,,payment-api-pod-2,eu-west-1
2026-05-22T15:45:59,19a2c10f-f8a1-411e-a05e-a9b3db706bc1,product-api,/product/{id},GET,200,155,INFO,,product-api-pod-1,eu-west-1
2026-05-20T06:34:52,58afaad9-766b-4175-ab44-8a39b9bc2397,product-api,/products,GET,200,247,INFO,,product-api-pod-5,ap-south-1
2026-05-24T05:14:33,00b2e426-4349-48ea-981b-cdb121570c57,product-api,/product/{id},POST,200,129,INFO,,product-api-pod-1,ap-south-1
2026-05-20T07:50:32,152edd19-3b1d-4eb7-910d-bed5d63c364c,order-api,/create-order,GET,200,230,INFO,,order-api-pod-5,eu-west-1
2026-05-20T12:26:26,cd228808-5f3c-4a64-882a-20de1ed314a5,auth-api,/logout,GET,201,93,INFO,,auth-api-pod-1,ap-south-1
2026-05-23T08:43:40,d723a9ac-9cad-4779-818f-e772339a8b03,product-api,/products,GET,200,86,INFO,,product-api-pod-4,ap-south-1
2026-05-17T10:19:53,362092a9-9c94-4140-bf2c-e6c2c4c4d2bc,payment-api,/payment-status,POST,200,214,INFO,,payment-api-pod-3,eu-west-1
2026-05-23T19:22:40,18995e87-6f8b-4dcd-9ece-d0bb9da2e932,product-api,/search,GET,200,167,INFO,,product-api-pod-2,ap-south-1
2026-05-19T15:02:14,0437b823-c8d9-404b-967e-4130c0d3f496,cart-api,/get-cart,POST,200,132,INFO,,cart-api-pod-5,us-east-1
2026-05-23T03:59:03,0bbe103e-87f0-4b00-ab47-8c08598b32d3,order-api,/order-history,POST,401,277,WARN,Invalid authentication token,order-api-pod-4,ap-south-1
2026-05-20T19:32:51,ce31a51f-e4cb-4b64-a5d1-c6c089528603,product-api,/product/{id},GET,201,147,INFO,,product-api-pod-3,us-east-1
2026-05-21T06:14:39,d61c2561-29de-459c-92d8-5d47ec7abcac,cart-api,/get-cart,GET,400,153,WARN,Invalid request payload,cart-api-pod-5,eu-west-1
2026-05-19T16:57:34,dd5f4218-5451-47d0-9b39-85d89a9d8807,product-api,/products,POST,200,86,INFO,,product-api-pod-2,ap-south-1
2026-05-18T21:09:16,4616741a-a138-4ebf-ad18-95669aba141f,cart-api,/add-cart,GET,500,2989,ERROR,Application crash detected,cart-api-pod-3,eu-west-1
2026-05-18T21:15:57,df000190-97a0-4dbc-a541-1dfecb9681ef,auth-api,/validate-token,POST,200,115,INFO,,auth-api-pod-2,us-east-1
2026-05-20T21:47:22,80476a0b-3d11-4cda-919b-2c8b9ea43dd4,order-api,/create-order,POST,200,229,INFO,,order-api-pod-3,us-east-1
2026-05-18T09:22:56,82ccb849-24a8-4466-b5d7-305ecc50fa70,order-api,/order-history,POST,403,123,WARN,Insufficient permissions,order-api-pod-5,ap-south-1
2026-05-19T08:34:46,84582bf9-c695-448f-a2c7-c280cb6a30fa,cart-api,/get-cart,GET,403,378,WARN,Insufficient permissions,cart-api-pod-5,ap-south-1
2026-05-17T15:48:07,f9728885-ddff-4f1b-a9b6-07f66cb8e9e3,cart-api,/add-cart,GET,500,2201,ERROR,Unexpected backend failure,cart-api-pod-4,us-east-1
2026-05-22T08:57:29,aa728b95-4b7d-4759-afed-1e0919e041cf,product-api,/products,GET,200,193,INFO,,product-api-pod-1,eu-west-1
2026-05-17T10:24:55,abe966e6-27f5-4f1d-98f8-4218f03ac428,order-api,/create-order,GET,200,135,INFO,,order-api-pod-3,eu-west-1
2026-05-18T10:39:58,0aebb813-9229-4c50-a361-16a42a5cfd94,cart-api,/remove-cart,GET,403,105,WARN,User role not authorized,cart-api-pod-5,eu-west-1
2026-05-19T22:31:16,0ee36753-61cc-4b09-b35f-16d64dc32719,payment-api,/payment-status,GET,200,234,INFO,,payment-api-pod-1,us-east-1
2026-05-19T02:08:47,ffdc41f2-0788-4367-a5a2-c86425d59e48,auth-api,/logout,GET,200,164,INFO,,auth-api-pod-4,ap-south-1
2026-05-17T17:49:03,e9505f9a-2326-487c-8a37-1ccb969a211a,cart-api,/get-cart,GET,502,3340,ERROR,Dependency service failure,cart-api-pod-3,ap-south-1
2026-05-21T02:04:51,4cf73f4e-af70-486b-970d-31d00cfbf9d4,cart-api,/get-cart,GET,200,66,INFO,,cart-api-pod-3,ap-south-1
2026-05-23T21:41:17,68c0aa54-46ad-48a1-8ef2-46f92d31648e,order-api,/create-order,GET,200,212,INFO,,order-api-pod-4,ap-south-1
2026-05-23T00:41:19,c29bb9d3-6c87-43be-a835-5ef97bd97b71,order-api,/create-order,POST,200,200,INFO,,order-api-pod-1,ap-south-1
2026-05-22T09:08:44,24f18149-1c95-403a-bb7b-d8a718fb347c,order-api,/order-history,GET,200,51,INFO,,order-api-pod-1,eu-west-1
2026-05-23T01:19:20,9dc1bb4d-3c54-4de6-b625-9e8750723278,payment-api,/payment-status,POST,200,86,INFO,,payment-api-pod-4,ap-south-1
2026-05-21T04:04:02,ed1234e4-ca8d-4ab2-a561-b4be4fd42839,auth-api,/logout,POST,200,245,INFO,,auth-api-pod-1,ap-south-1
2026-05-21T08:58:52,25d40d26-6f33-441c-8a8c-3f6c444557c9,product-api,/products,GET,502,1821,ERROR,Dependency service failure,product-api-pod-2,us-east-1
2026-05-20T04:32:07,63dd8317-7fe0-442f-ac50-dc30c8a3240b,cart-api,/get-cart,POST,401,197,WARN,Unauthorized access,cart-api-pod-4,us-east-1
2026-05-18T09:47:17,a4688a74-a4b7-4cb2-9d7d-a89dee3b89ec,product-api,/search,GET,200,82,INFO,,product-api-pod-2,ap-south-1
2026-05-22T17:22:37,a0555c75-1867-4f97-9efe-e7efce87939b,payment-api,/payment-status,GET,200,109,INFO,,payment-api-pod-3,us-east-1
2026-05-18T00:15:32,1dbcdb06-9fbb-4dd5-a83c-d8e0b734410b,product-api,/products,POST,404,173,WARN,Requested item unavailable,product-api-pod-1,ap-south-1
2026-05-21T12:13:22,a48f5be8-7c9f-4559-8523-edc38cdcfeb7,cart-api,/add-cart,GET,200,67,INFO,,cart-api-pod-5,eu-west-1
2026-05-19T06:14:45,fe560373-63bc-4c44-9536-5a071f05b4ae,cart-api,/get-cart,GET,200,216,INFO,,cart-api-pod-3,eu-west-1
2026-05-20T19:59:27,77f2815a-5fed-4893-a341-051b19f4d01b,order-api,/order-history,GET,200,223,INFO,,order-api-pod-1,us-east-1
2026-05-21T18:48:42,f5665de4-4db2-4177-b829-a5b059c401fc,auth-api,/validate-token,GET,200,249,INFO,,auth-api-pod-4,eu-west-1
2026-05-23T05:10:46,3e4b998e-81f9-42a2-a4d7-570cf7c2526b,product-api,/products,POST,200,117,INFO,,product-api-pod-5,eu-west-1
2026-05-19T15:04:40,59269b80-1d02-4323-86e3-01464b7a28a7,order-api,/create-order,POST,200,187,INFO,,order-api-pod-4,eu-west-1
2026-05-19T16:00:58,e7a50b86-9cf4-4876-85d8-8f4ea5953b43,payment-api,/process-payment,POST,200,54,INFO,,payment-api-pod-1,eu-west-1
2026-05-17T21:40:35,043a9732-ef2f-4ccb-86ab-11fe40e247b2,auth-api,/login,POST,503,4040,CRITICAL,Temporary maintenance outage,auth-api-pod-4,eu-west-1
2026-05-19T15:46:21,79ff683f-c3aa-478d-a274-265f08c02ff0,product-api,/products,GET,200,67,INFO,,product-api-pod-5,us-east-1
2026-05-20T22:42:30,c4a93ce2-cc99-4279-b22c-c21362ee1edd,product-api,/search,POST,200,207,INFO,,product-api-pod-5,us-east-1
2026-05-20T19:53:30,d8de2baa-9589-4ff8-9651-de72f68093d3,order-api,/create-order,POST,200,99,INFO,,order-api-pod-3,eu-west-1
2026-05-23T14:31:21,fcc45645-6101-4219-a739-fecff275dd2b,product-api,/product/{id},GET,401,226,WARN,Unauthorized access,product-api-pod-2,eu-west-1
2026-05-18T12:44:52,86c03475-98fd-4882-942c-ccd0e0f05d24,auth-api,/login,GET,200,248,INFO,,auth-api-pod-4,us-east-1
2026-05-19T17:26:03,a8dd8fe0-394c-4130-b933-f69c9989237b,cart-api,/add-cart,POST,200,130,INFO,,cart-api-pod-2,ap-south-1
2026-05-22T10:35:28,ba189f37-3cf3-4d51-abb1-b7c85489a371,product-api,/products,GET,200,226,INFO,,product-api-pod-2,ap-south-1
2026-05-17T23:50:38,57b36d0f-7e16-42a9-a4e3-2c064ae4c517,product-api,/product/{id},GET,200,88,INFO,,product-api-pod-2,eu-west-1
2026-05-22T13:05:32,b75b63c0-887e-491a-b8fd-ae9498a13f20,payment-api,/payment-status,GET,404,114,WARN,Requested item unavailable,payment-api-pod-1,us-east-1
2026-05-20T19:12:51,d672df0e-0f50-4ab8-aa3f-68ad08d6d631,payment-api,/payment-status,POST,200,80,INFO,,payment-api-pod-1,us-east-1
2026-05-17T18:29:07,b8eef341-bea8-4a0e-8504-b10ada93804c,payment-api,/process-payment,GET,429,1129,WARN,Request throttled,payment-api-pod-3,us-east-1
2026-05-18T22:47:58,159159d2-7663-4b3d-b968-792e06c03045,payment-api,/payment-status,GET,200,234,INFO,,payment-api-pod-5,us-east-1
2026-05-17T23:06:30,22f84192-6fcb-4329-8431-fee89e9db8dc,order-api,/order-history,GET,200,102,INFO,,order-api-pod-2,ap-south-1
2026-05-22T07:36:10,391af9f8-4c73-48c1-9f01-f9103a88c228,payment-api,/process-payment,GET,200,85,INFO,,payment-api-pod-4,ap-south-1
2026-05-21T23:14:28,b0b6382b-a9db-4446-ad22-20466d0cb766,cart-api,/remove-cart,GET,200,206,INFO,,cart-api-pod-1,eu-west-1
2026-05-23T23:22:12,f320575c-c23b-4a88-8029-983d6197621c,cart-api,/remove-cart,GET,201,292,INFO,,cart-api-pod-4,ap-south-1
2026-05-17T16:26:56,ef31e1b0-91f6-4407-8aaf-576cb803532d,auth-api,/login,GET,200,221,INFO,,auth-api-pod-3,us-east-1
2026-05-18T10:59:59,acab15ad-2194-46db-ae8f-4e8fcd9aaaff,auth-api,/validate-token,POST,200,164,INFO,,auth-api-pod-3,ap-south-1
2026-05-23T03:52:50,6f1e1d4d-8708-4822-9a04-d826c4474c65,cart-api,/add-cart,POST,429,442,WARN,Request throttled,cart-api-pod-1,eu-west-1
2026-05-22T03:38:33,60ec5189-8f28-4c3a-804b-f599394a6ebe,auth-api,/login,GET,200,57,INFO,,auth-api-pod-3,ap-south-1
2026-05-22T12:42:48,0d97bc2e-1101-4fc8-bfdf-e72a9c72bed5,product-api,/search,POST,200,119,INFO,,product-api-pod-5,us-east-1
2026-05-23T04:52:26,040dbb94-1137-43e3-95a7-6b0280b98a10,product-api,/product/{id},GET,201,255,INFO,,product-api-pod-3,eu-west-1
2026-05-23T03:08:04,e212ee9f-f7e8-4c48-93bd-2fd659fb1db2,auth-api,/login,GET,200,210,INFO,,auth-api-pod-2,us-east-1
2026-05-20T14:58:11,1767bba1-cabe-4587-a71e-b564bc0facdd,cart-api,/remove-cart,GET,429,835,WARN,Request throttled,cart-api-pod-1,ap-south-1
2026-05-20T06:50:59,0d15587f-5fa3-41ff-b4b5-a16d7b78ee52,auth-api,/validate-token,POST,200,94,INFO,,auth-api-pod-1,ap-south-1
2026-05-23T17:29:16,e1450094-823b-413a-8983-ef76dc9efe20,order-api,/order-history,POST,200,211,INFO,,order-api-pod-1,ap-south-1
2026-05-21T11:17:52,51e90ad1-b22e-465c-9bcd-ab5dca7363e5,order-api,/create-order,GET,200,52,INFO,,order-api-pod-1,us-east-1
2026-05-17T15:00:39,908322b6-df62-439d-81c1-68b42103d113,order-api,/order-history,GET,200,167,INFO,,order-api-pod-5,ap-south-1
2026-05-21T16:34:20,ca318b70-85c2-4837-b149-25f7cf3252ab,product-api,/products,POST,200,203,INFO,,product-api-pod-3,us-east-1
2026-05-18T19:59:53,a3693655-3520-4f10-acc2-d5c20a3ab125,payment-api,/payment-status,GET,200,103,INFO,,payment-api-pod-5,eu-west-1
2026-05-23T17:58:05,ac1f1d8a-170c-4be4-85e6-f23d8ea26f9a,payment-api,/payment-status,GET,201,194,INFO,,payment-api-pod-5,ap-south-1
2026-05-21T15:53:05,caee14b6-56a0-4a5f-b24d-31a6a56c9bd0,order-api,/create-order,GET,200,85,INFO,,order-api-pod-4,eu-west-1
2026-05-20T12:24:13,7bf4fe09-7dd1-4126-a3db-c766468af1f3,auth-api,/login,GET,200,137,INFO,,auth-api-pod-5,ap-south-1
2026-05-20T12:03:34,980c16c4-c9a5-4285-b63b-d93587d609ac,payment-api,/process-payment,POST,400,397,WARN,Malformed request body,payment-api-pod-4,us-east-1
2026-05-20T14:06:48,c52dd904-25fa-4ddd-a2e3-f216222bf8bb,order-api,/create-order,POST,200,247,INFO,,order-api-pod-2,us-east-1
2026-05-20T12:13:15,e80eadb2-a1df-4844-957e-d171132a5107,payment-api,/payment-status,GET,404,77,WARN,API endpoint does not exist,payment-api-pod-3,eu-west-1
2026-05-22T11:02:15,fb3251a8-d125-4be2-9247-8d612428b561,order-api,/order-history,POST,200,222,INFO,,order-api-pod-2,eu-west-1
2026-05-23T22:11:16,0f7aa034-2228-4fb3-ade3-c258c3cc0f36,cart-api,/remove-cart,GET,200,51,INFO,,cart-api-pod-4,us-east-1
